Nama_Kabupaten_Kota,Garis_Kemiskinan,Indeks_Pembangunan_Manusia,Persen_Penduduk_Miskin,Tingkat Pengangguran Terbuka,Upah Minimum,Jumlah Penduduk (Ribu),Laju Pertumbuhan Penduduk per Tahun,Persentase Penduduk,Kepadatan Penduduk per km persegi (Km2),Rasio Jenis Kelamin Penduduk,Tahun,Kuartal,PDRB,Proksi Inflasi,Laju_Inflasi,Gini_Ratio,investasi_per_kapita
Kabupaten Magetan,431203,76.3,9.8,4.16,2238808.0,681.7,0.59,1.64,965.0,96.8,2023,2.0,3619.52,Kota Madiun,3.25,0.373,0.0
Kabupaten Magetan,431203,76.3,9.8,4.16,2238808.0,681.7,0.59,1.64,965.0,96.8,2023,3.0,3749.73,Kota Madiun,2.16,0.373,0.0
Kabupaten Magetan,431203,76.3,9.8,4.16,2238808.0,681.7,0.59,1.64,965.0,96.8,2023,4.0,3684.29,Kota Madiun,2.35,0.373,0.0
Kabupaten Magetan,455119,76.77,9.32,3.28,2406719.0,685.5,0.58,1.64,970.0,96.8,2024,1.0,3678.83,Kota Madiun,3.05,0.371,0.0
Kabupaten Magetan,455119,76.77,9.32,3.28,2406719.0,685.5,0.58,1.64,970.0,96.8,2024,2.0,3803.06,Kota Madiun,1.85,0.371,0.0
Kabupaten Magetan,455119,76.77,9.32,3.28,2406719.0,685.5,0.58,1.64,970.0,96.8,2024,3.0,3932.79,Kota Madiun,1.22,0.371,0.0
Kabupaten Magetan,455119,76.77,9.32,3.28,2406719.0,685.5,0.58,1.64,970.0,96.8,2024,4.0,3845.18,Kota Madiun,"1,31",0.371,0.0
Kabupaten Malang,367579,72.23,9.55,6.57,3068275.36,2691.95,0.76,6.54,769.0,101.4,2022,1.0,17416.29,Kota Malang,2.98,0.368,689.0861556064074
Kabupaten Malang,367579,72.23,9.55,6.57,3068275.36,2691.95,0.76,6.54,769.0,101.4,2022,2.0,17888.26,Kota Malang,5.3,0.368,0.0
Kabupaten Malang,367579,72.23,9.55,6.57,3068275.36,2691.95,0.76,6.54,769.0,101.4,2022,3.0,18421.05,Kota Malang,7.08,0.368,0.0
Kabupaten Malang,367579,72.23,9.55,6.57,3068275.36,2691.95,0.76,6.54,769.0,101.4,2022,4.0,18410.87,Kota Malang,6.45,0.368,0.0
Kabupaten Malang,399647,73.0,9.45,5.7,3368275.0,2715.6,0.83,6.54,782.0,101.2,2023,1.0,18392.47,Kota Malang,5.74,0.378,0.0
Kabupaten Malang,399647,73.0,9.45,5.7,3368275.0,2715.6,0.83,6.54,782.0,101.2,2023,2.0,18789.06,Kota Malang,3.85,0.378,0.0
Kabupaten Malang,399647,73.0,9.45,5.7,3368275.0,2715.6,0.83,6.54,782.0,101.2,2023,3.0,19212.26,Kota Malang,2.27,0.378,0.0
Kabupaten Malang,399647,73.0,9.45,5.7,3368275.0,2715.6,0.83,6.54,782.0,101.2,2023,4.0,19350.51,Kota Malang,2.56,0.378,0.0
Kabupaten Malang,420334,73.53,8.98,5.13,3553530.0,2736.0,0.81,6.54,788.0,101.1,2024,1.0,19366.79,Kota Malang,2.9,0.343,0.0
Kabupaten Malang,420334,73.53,8.98,5.13,3553530.0,2736.0,0.81,6.54,788.0,101.1,2024,2.0,19801.48,Kota Malang,2.02,0.343,0.0
Kabupaten Malang,420334,73.53,8.98,5.13,3553530.0,2736.0,0.81,6.54,788.0,101.1,2024,3.0,20133.31,Kota Malang,1.62,0.343,0.0
Kabupaten Malang,420334,73.53,8.98,5.13,3553530.0,2736.0,0.81,6.54,788.0,101.1,2024,4.0,20199.32,Kota Malang,"1,36",0.343,0.0
Kabupaten Mojokerto,445608,75.61,9.71,4.83,4354787.17,1135.5,0.8,2.75,1365.5,101.15,2022,1.0,15302.96,Kota Surabaya,3.16,0.327,433.2619429590018
Kabupaten Mojokerto,445608,75.61,9.71,4.83,4354787.17,1135.5,0.8,2.75,1365.5,101.15,2022,2.0,15950.83,Kota Surabaya,4.89,0.327,0.0
Kabupaten Mojokerto,445608,75.61,9.71,4.83,4354787.17,1135.5,0.8,2.75,1365.5,101.15,2022,3.0,16608.41,Kota Surabaya,6.91,0.327,0.0
Kabupaten Mojokerto,445608,75.61,9.71,4.83,4354787.17,1135.5,0.8,2.75,1365.5,101.15,2022,4.0,15837.63,Kota Surabaya,6.59,0.327,0.0
Kabupaten Mojokerto,486520,76.23,9.8,4.67,4624787.0,1145.5,0.85,2.76,1163.0,101.1,2023,1.0,16257.93,Kota Surabaya,6.3,0.338,0.0
Kabupaten Mojokerto,486520,76.23,9.8,4.67,4624787.0,1145.5,0.85,2.76,1163.0,101.1,2023,2.0,16775.73,Kota Surabaya,4.91,0.338,0.0
Kabupaten Mojokerto,486520,76.23,9.8,4.67,4624787.0,1145.5,0.85,2.76,1163.0,101.1,2023,3.0,17175.05,Kota Surabaya,3.14,0.338,0.0
Kabupaten Mojokerto,486520,76.23,9.8,4.67,4624787.0,1145.5,0.85,2.76,1163.0,101.1,2023,4.0,16773.96,Kota Surabaya,3.03,0.338,0.0
Kabupaten Mojokerto,508618,76.69,9.37,3.87,4856026.0,1154.3,0.83,2.76,1172.0,101.1,2024,1.0,17098.15,Kota Surabaya,2.99,0.337,0.0
Kabupaten Mojokerto,508618,76.69,9.37,3.87,4856026.0,1154.3,0.83,2.76,1172.0,101.1,2024,2.0,17704.9,Kota Surabaya,2.35,0.337,0.0
Kabupaten Mojokerto,508618,76.69,9.37,3.87,4856026.0,1154.3,0.83,2.76,1172.0,101.1,2024,3.0,18092.81,Kota Surabaya,1.65,0.337,0.0
Kabupaten Mojokerto,508618,76.69,9.37,3.87,4856026.0,1154.3,0.83,2.76,1172.0,101.1,2024,4.0,17631.78,Kota Surabaya,"1,38",0.337,0.0
Kabupaten Nganjuk,474429,73.95,10.7,4.74,1970006.41,1117.2,0.69,2.71,889.0,101.15,2022,1.0,4865.39,Kota Kediri,2.33,0.301,307.79425837320576
Kabupaten Nganjuk,474429,73.95,10.7,4.74,1970006.41,1117.2,0.69,2.71,889.0,101.15,2022,2.0,4898.04,Kota Kediri,4.03,0.301,0.0
Kabupaten Nganjuk,474429,73.95,10.7,4.74,1970006.41,1117.2,0.69,2.71,889.0,101.15,2022,3.0,5044.96,Kota Kediri,6.29,0.301,0.0
Kabupaten Nganjuk,474429,73.95,10.7,4.74,1970006.41,1117.2,0.69,2.71,889.0,101.15,2022,4.0,4734.79,Kota Kediri,5.76,0.301,0.0
Kabupaten Nganjuk,513565,74.7,10.89,4.68,2258455.0,1124.7,0.68,2.71,872.0,101.1,2023,1.0,5175.68,Kota Kediri,5.36,0.324,0.0
Kabupaten Nganjuk,513565,74.7,10.89,4.68,2258455.0,1124.7,0.68,2.71,872.0,101.1,2023,2.0,5172.23,Kota Kediri,3.92,0.324,0.0
Kabupaten Nganjuk,513565,74.7,10.89,4.68,2258455.0,1124.7,0.68,2.71,872.0,101.1,2023,3.0,5357.81,Kota Kediri,2.55,0.324,0.0
Kabupaten Nganjuk,513565,74.7,10.89,4.68,2258455.0,1124.7,0.68,2.71,872.0,101.1,2023,4.0,4892.85,Kota Kediri,2.64,0.324,0.0
Kabupaten Nganjuk,539714,75.24,10.17,3.87,2405255.0,1131.8,0.67,2.71,878.0,101.0,2024,1.0,5369.35,Kota Kediri,2.88,0.289,0.0
Kabupaten Nganjuk,539714,75.24,10.17,3.87,2405255.0,1131.8,0.67,2.71,878.0,101.0,2024,2.0,5480.19,Kota Kediri,1.72,0.289,0.0
Kabupaten Nganjuk,539714,75.24,10.17,3.87,2405255.0,1131.8,0.67,2.71,878.0,101.0,2024,3.0,5609.38,Kota Kediri,0.88,0.289,0.0
Kabupaten Nganjuk,539714,75.24,10.17,3.87,2405255.0,1131.8,0.67,2.71,878.0,101.0,2024,4.0,5155.99,Kota Kediri,"1,19",0.289,0.0
Kabupaten Ngawi,382301,72.62,14.15,2.48,1962585.99,877.0,0.47,2.13,652.5,98.45,2022,1.0,3480.4,Kota Madiun,2.38,0.3,661.2274096385543
Kabupaten Ngawi,382301,72.62,14.15,2.48,1962585.99,877.0,0.47,2.13,652.5,98.45,2022,2.0,3285.44,Kota Madiun,4.76,0.3,0.0
Kabupaten Ngawi,382301,72.62,14.15,2.48,1962585.99,877.0,0.47,2.13,652.5,98.45,2022,3.0,3713.94,Kota Madiun,6.14,0.3,0.0
Kabupaten Ngawi,382301,72.62,14.15,2.48,1962585.99,877.0,0.47,2.13,652.5,98.45,2022,4.0,3784.66,Kota Madiun,5.8,0.3,0.0
Kabupaten Ngawi,413947,73.28,14.4,2.41,2241054.0,880.7,0.44,2.12,631.0,98.3,2023,1.0,3571.8,Kota Madiun,5.15,0.328,0.0
Kabupaten Ngawi,413947,73.28,14.4,2.41,2241054.0,880.7,0.44,2.12,631.0,98.3,2023,2.0,3498.4,Kota Madiun,3.25,0.328,0.0
Kabupaten Ngawi,413947,73.28,14.4,2.41,2241054.0,880.7,0.44,2.12,631.0,98.3,2023,3.0,3932.77,Kota Madiun,2.16,0.328,0.0
Kabupaten Ngawi,413947,73.28,14.4,2.41,2241054.0,880.7,0.44,2.12,631.0,98.3,2023,4.0,3901.53,Kota Madiun,2.35,0.328,0.0
Kabupaten Ngawi,445865,73.91,13.81,2.4,2397928.0,884.1,0.43,2.11,633.0,98.1,2024,1.0,3660.79,Kota Madiun,3.05,0.289,0.0
Kabupaten Ngawi,445865,73.91,13.81,2.4,2397928.0,884.1,0.43,2.11,633.0,98.1,2024,2.0,3719.48,Kota Madiun,1.85,0.289,0.0
Kabupaten Ngawi,445865,73.91,13.81,2.4,2397928.0,884.1,0.43,2.11,633.0,98.1,2024,3.0,4136.15,Kota Madiun,1.22,0.289,0.0
Kabupaten Ngawi,445865,73.91,13.81,2.4,2397928.0,884.1,0.43,2.11,633.0,98.1,2024,4.0,4079.55,Kota Madiun,"1,31",0.289,0.0
Kabupaten Pacitan,327758,70.19,13.8,3.65,1961154.77,588.55,0.4,1.43,417.0,100.6,2022,1.0,2887.34,Kota Madiun,2.38,0.338,90.73852459016392
Kabupaten Pacitan,327758,70.19,13.8,3.65,1961154.77,588.55,0.4,1.43,417.0,100.6,2022,2.0,2889.88,Kota Madiun,4.76,0.338,0.0
Kabupaten Pacitan,327758,70.19,13.8,3.65,1961154.77,588.55,0.4,1.43,417.0,100.6,2022,3.0,3034.02,Kota Madiun,6.14,0.338,0.0
Kabupaten Pacitan,327758,70.19,13.8,3.65,1961154.77,588.55,0.4,1.43,417.0,100.6,2022,4.0,2911.2,Kota Madiun,5.8,0.338,0.0
Kabupaten Pacitan,352606,70.94,13.65,1.83,2199337.0,588.0,0.12,1.42,410.0,100.8,2023,1.0,3005.41,Kota Madiun,5.15,0.352,0.0
Kabupaten Pacitan,352606,70.94,13.65,1.83,2199337.0,588.0,0.12,1.42,410.0,100.8,2023,2.0,3054.34,Kota Madiun,3.25,0.352,0.0
Kabupaten Pacitan,352606,70.94,13.65,1.83,2199337.0,588.0,0.12,1.42,410.0,100.8,2023,3.0,3189.79,Kota Madiun,2.16,0.352,0.0
Kabupaten Pacitan,352606,70.94,13.65,1.83,2199337.0,588.0,0.12,1.42,410.0,100.8,2023,4.0,2995.43,Kota Madiun,2.35,0.352,0.0
Kabupaten Pacitan,370643,71.49,13.08,1.56,2364287.0,588.6,0.11,1.41,411.0,100.8,2024,1.0,3059.5,Kota Madiun,3.05,0.327,0.0
Kabupaten Pacitan,370643,71.49,13.08,1.56,2364287.0,588.6,0.11,1.41,411.0,100.8,2024,2.0,3266.3,Kota Madiun,1.85,0.327,0.0
Kabupaten Pacitan,370643,71.49,13.08,1.56,2364287.0,588.6,0.11,1.41,411.0,100.8,2024,3.0,3348.53,Kota Madiun,1.22,0.327,0.0
Kabupaten Pacitan,370643,71.49,13.08,1.56,2364287.0,588.6,0.11,1.41,411.0,100.8,2024,4.0,3101.49,Kota Madiun,"1,31",0.327,0.0
Kabupaten Pamekasan,392345,69.35,13.93,1.4,1939686.39,864.65,0.82,2.1,1089.0,96.45,2022,1.0,3102.25,Kabupaten Sumenep,3.57,0.305,11.7437125748503
Kabupaten Pamekasan,392345,69.35,13.93,1.4,1939686.39,864.65,0.82,2.1,1089.0,96.45,2022,2.0,3047.84,Kabupaten Sumenep,5.79,0.305,0.0
Kabupaten Pamekasan,392345,69.35,13.93,1.4,1939686.39,864.65,0.82,2.1,1089.0,96.45,2022,3.0,2949.99,Kabupaten Sumenep,6.54,0.305,0.0
Kabupaten Pamekasan,392345,69.35,13.93,1.4,1939686.39,864.65,0.82,2.1,1089.0,96.45,2022,4.0,2931.48,Kabupaten Sumenep,6.32,0.305,0.0
Kabupaten Pamekasan,431127,70.32,13.85,1.74,2221135.0,875.8,1.09,2.11,1101.0,96.7,2023,1.0,3229.8,Kabupaten Sumenep,6.43,0.348,0.0
Kabupaten Pamekasan,431127,70.32,13.85,1.74,2221135.0,875.8,1.09,2.11,1101.0,96.7,2023,2.0,3244.16,Kabupaten Sumenep,4.53,0.348,0.0
Kabupaten Pamekasan,431127,70.32,13.85,1.74,2221135.0,875.8,1.09,2.11,1101.0,96.7,2023,3.0,3201.0,Kabupaten Sumenep,4.47,0.348,0.0
Kabupaten Pamekasan,431127,70.32,13.85,1.74,2221135.0,875.8,1.09,2.11,1101.0,96.7,2023,4.0,2953.72,Kabupaten Sumenep,5.08,0.348,0.0
Kabupaten Pamekasan,467493,70.85,13.41,1.64,2376614.0,884.7,1.07,2.12,1113.0,96.8,2024,1.0,3272.2,Kabupaten Sumenep,4.68,0.301,0.0
Kabupaten Pamekasan,467493,70.85,13.41,1.64,2376614.0,884.7,1.07,2.12,1113.0,96.8,2024,2.0,3409.69,Kabupaten Sumenep,3.24,0.301,0.0
Kabupaten Pamekasan,467493,70.85,13.41,1.64,2376614.0,884.7,1.07,2.12,1113.0,96.8,2024,3.0,3355.56,Kabupaten Sumenep,2.45,0.301,0.0
Kabupaten Pamekasan,467493,70.85,13.41,1.64,2376614.0,884.7,1.07,2.12,1113.0,96.8,2024,4.0,3207.8,Kabupaten Sumenep,"1,97",0.301,0.0
Kabupaten Pasuruan,394016,71.29,8.96,5.91,4365133.19,1628.15,0.67,3.95,1097.0,100.1,2022,1.0,27379.32,Kota Malang,2.98,0.325,712.0077724358974
Kabupaten Pasuruan,394016,71.29,8.96,5.91,4365133.19,1628.15,0.67,3.95,1097.0,100.1,2022,2.0,28086.03,Kota Malang,5.3,0.325,0.0
Kabupaten Pasuruan,394016,71.29,8.96,5.91,4365133.19,1628.15,0.67,3.95,1097.0,100.1,2022,3.0,28694.84,Kota Malang,7.08,0.325,0.0
Kabupaten Pasuruan,394016,71.29,8.96,5.91,4365133.19,1628.15,0.67,3.95,1097.0,100.1,2022,4.0,29191.89,Kota Malang,6.45,0.325,0.0
Kabupaten Pasuruan,429624,71.91,9.24,5.48,4635133.0,1644.5,0.86,3.96,1101.0,100.1,2023,1.0,28943.38,Kota Malang,5.74,0.367,0.0
Kabupaten Pasuruan,429624,71.91,9.24,5.48,4635133.0,1644.5,0.86,3.96,1101.0,100.1,2023,2.0,29565.83,Kota Malang,3.85,0.367,0.0
Kabupaten Pasuruan,429624,71.91,9.24,5.48,4635133.0,1644.5,0.86,3.96,1101.0,100.1,2023,3.0,30073.94,Kota Malang,2.27,0.367,0.0
Kabupaten Pasuruan,429624,71.91,9.24,5.48,4635133.0,1644.5,0.86,3.96,1101.0,100.1,2023,4.0,30669.39,Kota Malang,2.56,0.367,0.0
Kabupaten Pasuruan,450088,72.36,8.63,5.02,4866890.0,1657.2,0.84,3.96,1110.0,100.1,2024,1.0,30547.67,Kota Malang,2.9,0.331,0.0
Kabupaten Pasuruan,450088,72.36,8.63,5.02,4866890.0,1657.2,0.84,3.96,1110.0,100.1,2024,2.0,31125.82,Kota Malang,2.02,0.331,0.0
Kabupaten Pasuruan,450088,72.36,8.63,5.02,4866890.0,1657.2,0.84,3.96,1110.0,100.1,2024,3.0,31684.16,Kota Malang,1.62,0.331,0.0
Kabupaten Pasuruan,450088,72.36,8.63,5.02,4866890.0,1657.2,0.84,3.96,1110.0,100.1,2024,4.0,32265.17,Kota Malang,"1,36",0.331,0.0
Kabupaten Ponorogo,362461,72.59,9.32,5.51,1954281.32,957.65,0.66,2.33,704.0,99.6,2022,1.0,3615.62,Kota Madiun,2.38,0.336,555.8402298850575
Kabupaten Ponorogo,362461,72.59,9.32,5.51,1954281.32,957.65,0.66,2.33,704.0,99.6,2022,2.0,3746.59,Kota Madiun,4.76,0.336,0.0
Kabupaten Ponorogo,362461,72.59,9.32,5.51,1954281.32,957.65,0.66,2.33,704.0,99.6,2022,3.0,3990.37,Kota Madiun,6.14,0.336,0.0
Kabupaten Ponorogo,362461,72.59,9.32,5.51,1954281.32,957.65,0.66,2.33,704.0,99.6,2022,4.0,3741.12,Kota Madiun,5.8,0.336,0.0
Kabupaten Ponorogo,395069,73.18,9.53,4.66,2235311.0,959.5,0.39,2.31,676.0,99.4,2023,1.0,3848.15,Kota Madiun,5.15,0.341,0.0
Kabupaten Ponorogo,395069,73.18,9.53,4.66,2235311.0,959.5,0.39,2.31,676.0,99.4,2023,2.0,4002.72,Kota Madiun,3.25,0.341,0.0
Kabupaten Ponorogo,395069,73.18,9.53,4.66,2235311.0,959.5,0.39,2.31,676.0,99.4,2023,3.0,4185.2,Kota Madiun,2.16,0.341,0.0
Kabupaten Ponorogo,395069,73.18,9.53,4.66,2235311.0,959.5,0.39,2.31,676.0,99.4,2023,4.0,3833.98,Kota Madiun,2.35,0.341,0.0
Kabupaten Ponorogo,413619,73.7,9.11,4.19,2402959.0,962.9,0.38,2.3,679.0,99.3,2024,1.0,3953.78,Kota Madiun,3.05,0.326,0.0
Kabupaten Ponorogo,413619,73.7,9.11,4.19,2402959.0,962.9,0.38,2.3,679.0,99.3,2024,2.0,4280.65,Kota Madiun,1.85,0.326,0.0
Kabupaten Ponorogo,413619,73.7,9.11,4.19,2402959.0,962.9,0.38,2.3,679.0,99.3,2024,3.0,4379.51,Kota Madiun,1.22,0.326,0.0
Kabupaten Ponorogo,413619,73.7,9.11,4.19,2402959.0,962.9,0.38,2.3,679.0,99.3,2024,4.0,4008.84,Kota Madiun,"1,31",0.326,0.0
Kabupaten Probolinggo,475713,69.56,17.12,3.25,2553265.95,1166.4,0.58,2.83,681.5,97.45,2022,1.0,5786.35,Kota Malang,2.98,0.275,1849.925974025974
Kabupaten Probolinggo,475713,69.56,17.12,3.25,2553265.95,1166.4,0.58,2.83,681.5,97.45,2022,2.0,6605.33,Kota Malang,5.3,0.275,0.0
Kabupaten Probolinggo,475713,69.56,17.12,3.25,2553265.95,1166.4,0.58,2.83,681.5,97.45,2022,3.0,6310.01,Kota Malang,7.08,0.275,0.0
Kabupaten Probolinggo,475713,69.56,17.12,3.25,2553265.95,1166.4,0.58,2.83,681.5,97.45,2022,4.0,6032.5,Kota Malang,6.45,0.275,0.0
Kabupaten Probolinggo,514274,70.36,17.19,3.24,2806955.0,1176.9,0.77,2.83,682.0,97.5,2023,1.0,6095.67,Kota Malang,5.74,0.319,0.0
Kabupaten Probolinggo,514274,70.36,17.19,3.24,2806955.0,1176.9,0.77,2.83,682.0,97.5,2023,2.0,6813.81,Kota Malang,3.85,0.319,0.0
Kabupaten Probolinggo,514274,70.36,17.19,3.24,2806955.0,1176.9,0.77,2.83,682.0,97.5,2023,3.0,6603.36,Kota Malang,2.27,0.319,0.0
Kabupaten Probolinggo,514274,70.36,17.19,3.24,2806955.0,1176.9,0.77,2.83,682.0,97.5,2023,4.0,6392.09,Kota Malang,2.56,0.319,0.0
Kabupaten Probolinggo,537724,70.85,16.45,3.0,2989407.0,1185.2,0.75,2.83,687.0,97.4,2024,1.0,6314.09,Kota Malang,2.9,0.339,0.0
Kabupaten Probolinggo,537724,70.85,16.45,3.0,2989407.0,1185.2,0.75,2.83,687.0,97.4,2024,2.0,7170.88,Kota Malang,2.02,0.339,0.0
Kabupaten Probolinggo,537724,70.85,16.45,3.0,2989407.0,1185.2,0.75,2.83,687.0,97.4,2024,3.0,6948.47,Kota Malang,1.62,0.339,0.0
Kabupaten Probolinggo,537724,70.85,16.45,3.0,2989407.0,1185.2,0.75,2.83,687.0,97.4,2024,4.0,6719.65,Kota Malang,"1,36",0.339,0.0
Kabupaten Sampang,411661,65.44,21.61,3.11,1922122.97,990.25,1.08,2.41,805.0,98.8,2022,1.0,3649.21,Kabupaten Sumenep,3.57,0.28,134.16808510638296
Kabupaten Sampang,411661,65.44,21.61,3.11,1922122.97,990.25,1.08,2.41,805.0,98.8,2022,2.0,3613.86,Kabupaten Sumenep,5.79,0.28,0.0
Kabupaten Sampang,411661,65.44,21.61,3.11,1922122.97,990.25,1.08,2.41,805.0,98.8,2022,3.0,3810.05,Kabupaten Sumenep,6.54,0.28,0.0
Kabupaten Sampang,411661,65.44,21.61,3.11,1922122.97,990.25,1.08,2.41,805.0,98.8,2022,4.0,3235.16,Kabupaten Sumenep,6.32,0.28,0.0
Kabupaten Sampang,454716,66.19,21.76,2.72,2182861.0,1004.5,1.29,2.42,818.0,98.9,2023,1.0,3690.35,Kabupaten Sumenep,6.43,0.254,0.0
Kabupaten Sampang,454716,66.19,21.76,2.72,2182861.0,1004.5,1.29,2.42,818.0,98.9,2023,2.0,3704.11,Kabupaten Sumenep,4.53,0.254,0.0
Kabupaten Sampang,454716,66.19,21.76,2.72,2182861.0,1004.5,1.29,2.42,818.0,98.9,2023,3.0,3813.0,Kabupaten Sumenep,4.47,0.254,0.0
Kabupaten Sampang,454716,66.19,21.76,2.72,2182861.0,1004.5,1.29,2.42,818.0,98.9,2023,4.0,3466.66,Kabupaten Sumenep,5.08,0.254,0.0
Kabupaten Sampang,491753,66.72,20.83,2.5,2335661.0,1016.3,1.26,2.43,827.0,98.8,2024,1.0,3727.01,Kabupaten Sumenep,4.68,0.233,0.0
Kabupaten Sampang,491753,66.72,20.83,2.5,2335661.0,1016.3,1.26,2.43,827.0,98.8,2024,2.0,3850.67,Kabupaten Sumenep,3.24,0.233,0.0
Kabupaten Sampang,491753,66.72,20.83,2.5,2335661.0,1016.3,1.26,2.43,827.0,98.8,2024,3.0,3844.88,Kabupaten Sumenep,2.45,0.233,0.0
Kabupaten Sampang,491753,66.72,20.83,2.5,2335661.0,1016.3,1.26,2.43,827.0,98.8,2024,4.0,3502.73,Kabupaten Sumenep,"1,97",0.233,0.0
Kabupaten Sidoarjo,523213,81.37,5.36,8.8,4368581.85,2120.3,0.86,5.14,3133.0,101.25,2022,1.0,36647.92,Kota Surabaya,3.16,0.373,347.3739360730594
Kabupaten Sidoarjo,523213,81.37,5.36,8.8,4368581.85,2120.3,0.86,5.14,3133.0,101.25,2022,2.0,37244.38,Kota Surabaya,4.89,0.373,0.0
Kabupaten Sidoarjo,523213,81.37,5.36,8.8,4368581.85,2120.3,0.86,5.14,3133.0,101.25,2022,3.0,38569.8,Kota Surabaya,6.91,0.373,0.0
Kabupaten Sidoarjo,523213,81.37,5.36,8.8,4368581.85,2120.3,0.86,5.14,3133.0,101.25,2022,4.0,39151.79,Kota Surabaya,6.59,0.373,0.0
Kabupaten Sidoarjo,571696,81.88,5.0,8.05,4638582.0,2148.7,1.14,5.17,2968.0,101.1,2023,1.0,39232.68,Kota Surabaya,6.3,0.359,0.0
Kabupaten Sidoarjo,571696,81.88,5.0,8.05,4638582.0,2148.7,1.14,5.17,2968.0,101.1,2023,2.0,40035.91,Kota Surabaya,4.91,0.359,0.0
Kabupaten Sidoarjo,571696,81.88,5.0,8.05,4638582.0,2148.7,1.14,5.17,2968.0,101.1,2023,3.0,40569.88,Kota Surabaya,3.14,0.359,0.0
Kabupaten Sidoarjo,571696,81.88,5.0,8.05,4638582.0,2148.7,1.14,5.17,2968.0,101.1,2023,4.0,41112.31,Kota Surabaya,3.03,0.359,0.0
Kabupaten Sidoarjo,597284,82.67,4.53,6.49,4870511.0,2171.5,1.12,5.19,2999.0,101.0,2024,1.0,41648.64,Kota Surabaya,2.99,0.327,0.0
Kabupaten Sidoarjo,597284,82.67,4.53,6.49,4870511.0,2171.5,1.12,5.19,2999.0,101.0,2024,2.0,42235.88,Kota Surabaya,2.35,0.327,0.0
Kabupaten Sidoarjo,597284,82.67,4.53,6.49,4870511.0,2171.5,1.12,5.19,2999.0,101.0,2024,3.0,42903.34,Kota Surabaya,1.65,0.327,0.0
Kabupaten Sidoarjo,597284,82.67,4.53,6.49,4870511.0,2171.5,1.12,5.19,2999.0,101.0,2024,4.0,43079.94,Kota Surabaya,"1,38",0.327,0.0
Kabupaten Situbondo,356133,69.76,11.78,3.38,1942750.77,692.65,0.52,1.68,416.5,96.5,2022,1.0,3435.53,Kabupaten Jember,2.87,0.298,206.4931506849315
Kabupaten Situbondo,356133,69.76,11.78,3.38,1942750.77,692.65,0.52,1.68,416.5,96.5,2022,2.0,3641.77,Kabupaten Jember,5.53,0.298,0.0
Kabupaten Situbondo,356133,69.76,11.78,3.38,1942750.77,692.65,0.52,1.68,416.5,96.5,2022,3.0,3739.83,Kabupaten Jember,7.3,0.298,0.0
Kabupaten Situbondo,356133,69.76,11.78,3.38,1942750.77,692.65,0.52,1.68,416.5,96.5,2022,4.0,3500.87,Kabupaten Jember,7.39,0.298,0.0
Kabupaten Situbondo,396587,70.65,11.9,3.27,2172287.0,697.0,0.58,1.68,421.0,96.6,2023,1.0,3594.13,Kabupaten Jember,6.48,0.326,0.0
Kabupaten Situbondo,396587,70.65,11.9,3.27,2172287.0,697.0,0.58,1.68,421.0,96.6,2023,2.0,3850.61,Kabupaten Jember,4.31,0.326,0.0
Kabupaten Situbondo,396587,70.65,11.9,3.27,2172287.0,697.0,0.58,1.68,421.0,96.6,2023,3.0,3932.08,Kabupaten Jember,3.05,0.326,0.0
Kabupaten Situbondo,396587,70.65,11.9,3.27,2172287.0,697.0,0.58,1.68,421.0,96.6,2023,4.0,3642.17,Kabupaten Jember,2.29,0.326,0.0
Kabupaten Situbondo,413611,71.22,11.51,3.15,2335209.0,700.7,0.57,1.68,424.0,96.6,2024,1.0,3787.45,Kabupaten Jember,2.53,0.385,0.0
Kabupaten Situbondo,413611,71.22,11.51,3.15,2335209.0,700.7,0.57,1.68,424.0,96.6,2024,2.0,4036.98,Kabupaten Jember,1.99,0.385,0.0
Kabupaten Situbondo,413611,71.22,11.51,3.15,2335209.0,700.7,0.57,1.68,424.0,96.6,2024,3.0,4103.86,Kabupaten Jember,1.56,0.385,0.0
Kabupaten Situbondo,413611,71.22,11.51,3.15,2335209.0,700.7,0.57,1.68,424.0,96.6,2024,4.0,3813.47,Kabupaten Jember,"1,74",0.385,0.0
Kabupaten Sumenep,427882,68.49,18.76,1.36,1978927.22,1138.2,0.68,2.76,557.5,93.65,2022,1.0,6123.27,Kabupaten Sumenep,3.57,0.266,14.891044776119404
Kabupaten Sumenep,427882,68.49,18.76,1.36,1978927.22,1138.2,0.68,2.76,557.5,93.65,2022,2.0,6406.29,Kabupaten Sumenep,5.79,0.266,0.0
Kabupaten Sumenep,427882,68.49,18.76,1.36,1978927.22,1138.2,0.68,2.76,557.5,93.65,2022,3.0,6402.85,Kabupaten Sumenep,6.54,0.266,0.0
Kabupaten Sumenep,427882,68.49,18.76,1.36,1978927.22,1138.2,0.68,2.76,557.5,93.65,2022,4.0,5980.21,Kabupaten Sumenep,6.32,0.266,0.0
Kabupaten Sumenep,471860,69.13,18.7,1.71,2249113.0,1146.6,0.71,2.76,550.0,94.0,2023,1.0,6366.02,Kabupaten Sumenep,6.43,0.287,0.0
Kabupaten Sumenep,471860,69.13,18.7,1.71,2249113.0,1146.6,0.71,2.76,550.0,94.0,2023,2.0,6785.71,Kabupaten Sumenep,4.53,0.287,0.0
